10,0.001888
50,0.007175
500,0.146124
1000,0.19521
5000,1.20826
10000,3.01838
50000,18.7141
100000,44.5074
500000,347.197
100,0.016614
100,0.036247
100,0.022655
10,0.001888
10,0.001888
10,0.001888
100,0.101569
1000,0.268082
10000,3.39408
100000,39.5244
10,0.00151
100,0.013971
1000,0.277144
10000,2.63174
100000,43.281
1000,0.195209
10000,3.81168
100000,38.6254
10,0.001888
100,0.019257
1000,0.259398
10000,2.63816
100000,41.5815
1000,0.202006
10000,3.72559
100000,35.8672
10,0.00151
100,0.049464
1000,0.257888
10000,3.83849
100000,44.8193
110000,41.904
10000,2.91342
100000,45.6583
