10,0.000755
50,0.00302
100,0.009062
500,0.063811
1000,0.134041
5000,3.67009
10000,13.3509
50000,350.034
100000,28.5561
100000,28.524
1000,0.107611
1000,0.097793
1000,0.098927
1000,0.097038
1000,0.097416
1000,0.099682
1000,0.129888
1000,0.118183
1000,0.118938
1000,0.098927
1000,0.100814
1000,0.100437
1000,0.104968
1000,0.098549
1000,0.131398
1000,0.098548
1000,0.097794
1000,0.097416
1000,0.100436
1000,0.298667
1000,0.096661
1000,0.10157
1000,0.112142
1000,0.134419
1000,0.099304
1000,0.097416
1000,0.120826
1000,0.099304
1000,0.098171
1000,0.095528
1000,0.121958
1000,0.098549
1000,0.124601
1000,0.098926
1000,0.100436
1000,0.098171
1000,0.109121
1000,0.097416
1000,0.095528
1000,0.097039
1000,0.097038
1000,0.097416
1000,0.097793
1000,0.096284
1000,0.116295
1000,0.098172
1000,0.112896
1000,0.111764
1000,0.098549
1000,0.108366
1000,0.096283
1000,0.098549
1000,0.095528
1000,0.097039
1000,0.108744
1000,0.097416
1000,0.124601
1000,0.122337
1000,0.097039
1000,0.101192
1000,0.142348
1000,0.114784
1000,0.123091
1000,0.128
1000,0.120071
1000,0.100059
1000,0.100814
1000,0.100437
1000,0.110631
1000,0.121581
1000,0.100059
1000,0.098926
1000,0.097038
1000,0.120449
1000,0.10308
1000,0.10308
1000,0.124224
1000,0.123091
1000,0.131021
1000,0.098171
1000,0.143481
1000,0.098171
1000,0.120071
1000,0.116672
1000,0.096283
1000,0.114407
1000,0.098927
1000,0.132153
1000,0.097416
1000,0.103458
1000,0.098549
1000,0.098926
1000,0.098171
1000,0.118561
1000,0.154431
1000,0.115162
1000,0.124224
1000,0.098549
1000,0.097039
1000,0.101569
100,0.020389
100,0.016992
10,0.000756
10,0.001133
100,0.016991
1000,1.35212
10000,136.056
10,0.000755
100,0.017369
1000,1.35514
10000,131.855
1000,1.38119
10000,133.612
10,0.000755
100,0.015858
1000,1.37968
10000,132.856
1000,1.53449
10000,139.712
10,0.000755
100,0.016236
1000,1.44878
10000,146.353
10000,135.389
