20,0.003021
100,0.018124
50,0.005286
150,0.016236
300,0.035492
1000,0.175197
10000,1.68288
100000,20.5045
500,0.087222
5000,0.718915
100,0.009817
100,0.008306
100,0.008306
10,0.001133
100,0.012838
1000,0.155941
10000,1.72706
100000,40.8226
10,0.001511
100,0.010572
1000,0.070607
10000,0.893357
10,0.001133
100,0.009817
1000,0.070986
10000,0.771399
1000,0.078915
10000,0.887315
10,0.001133
100,0.00793
1000,0.085334
10000,0.767622
1000,0.062678
10000,1.46879
10,0.001888
100,0.007174
1000,0.08118
10000,0.887315
10000,1.56394
